Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2734","Poultry Meat","2015","2015","kg","1.78","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2734","Poultry Meat","2016","2016","kg","1.85","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2734","Poultry Meat","2017","2017","kg","1.6","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2734","Poultry Meat","2018","2018","kg","1.86","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2735","Meat, Other","2014","2014","kg","1.09","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2735","Meat, Other","2015","2015","kg","1.02","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2735","Meat, Other","2016","2016","kg","0.99","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2735","Meat, Other","2017","2017","kg","0.97","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2735","Meat, Other","2018","2018","kg","0.95","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2736","Offals, Edible","2014","2014","kg","1.41","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2736","Offals, Edible","2015","2015","kg","1.39","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2736","Offals, Edible","2016","2016","kg","1.37","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2736","Offals, Edible","2017","2017","kg","1.39","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2736","Offals, Edible","2018","2018","kg","1.39","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2740","Butter, Ghee","2014","2014","kg","0.22","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2740","Butter, Ghee","2015","2015","kg","0.21","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2740","Butter, Ghee","2016","2016","kg","0.21","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2740","Butter, Ghee","2017","2017","kg","0.2","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2740","Butter, Ghee","2018","2018","kg","0.22","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2743","Cream","2014","2014","kg","0.07","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2743","Cream","2015","2015","kg","0.07","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2743","Cream","2016","2016","kg","0.07","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2743","Cream","2017","2017","kg","0.07","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2743","Cream","2018","2018","kg","0.1","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2737","Fats, Animals, Raw","2014","2014","kg","0.3","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2737","Fats, Animals, Raw","2015","2015","kg","0.28","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2737","Fats, Animals, Raw","2016","2016","kg","0.28","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2737","Fats, Animals, Raw","2017","2017","kg","0.29","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2737","Fats, Animals, Raw","2018","2018","kg","0.3","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2781","Fish, Body Oil","2014","2014","kg","0","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2781","Fish, Body Oil","2015","2015","kg","0","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2781","Fish, Body Oil","2016","2016","kg","0","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2781","Fish, Body Oil","2017","2017","kg","0","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2781","Fish, Body Oil","2018","2018","kg","0","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2782","Fish, Liver Oil","2014","2014","kg","0","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2782","Fish, Liver Oil","2015","2015","kg","0","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2782","Fish, Liver Oil","2016","2016","kg","0","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2782","Fish, Liver Oil","2017","2017","kg","0","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2782","Fish, Liver Oil","2018","2018","kg","0","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2744","Eggs","2014","2014","kg","1.17","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2744","Eggs","2015","2015","kg","1.14","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2744","Eggs","2016","2016","kg","1.12","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2744","Eggs","2017","2017","kg","1.12","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2744","Eggs","2018","2018","kg","0.93","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2848","Milk - Excluding Butter","2014","2014","kg","31.4","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2848","Milk - Excluding Butter","2015","2015","kg","31.16","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2848","Milk - Excluding Butter","2016","2016","kg","31.72","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2848","Milk - Excluding Butter","2017","2017","kg","29.68","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2848","Milk - Excluding Butter","2018","2018","kg","31.29","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2761","Freshwater Fish","2014","2014","kg","4.1","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2761","Freshwater Fish","2015","2015","kg","4.1","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2761","Freshwater Fish","2016","2016","kg","3.98","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2761","Freshwater Fish","2017","2017","kg","3.99","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2761","Freshwater Fish","2018","2018","kg","3.88","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2762","Demersal Fish","2014","2014","kg","0.18","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2762","Demersal Fish","2015","2015","kg","0.17","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2762","Demersal Fish","2016","2016","kg","0.17","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2762","Demersal Fish","2017","2017","kg","0.17","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2762","Demersal Fish","2018","2018","kg","0.17","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2763","Pelagic Fish","2014","2014","kg","0.41","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2763","Pelagic Fish","2015","2015","kg","0.51","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2763","Pelagic Fish","2016","2016","kg","0.47","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2763","Pelagic Fish","2017","2017","kg","0.54","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2763","Pelagic Fish","2018","2018","kg","0.53","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2764","Marine Fish, Other","2014","2014","kg","0.76","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2764","Marine Fish, Other","2015","2015","kg","0.9","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2764","Marine Fish, Other","2016","2016","kg","0.98","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2764","Marine Fish, Other","2017","2017","kg","0.99","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2764","Marine Fish, Other","2018","2018","kg","0.96","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2765","Crustaceans","2014","2014","kg","0.07","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2765","Crustaceans","2015","2015","kg","0.09","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2765","Crustaceans","2016","2016","kg","0.1","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2765","Crustaceans","2017","2017","kg","0.11","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2765","Crustaceans","2018","2018","kg","0.11","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2766","Cephalopods","2014","2014","kg","0.02","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2766","Cephalopods","2015","2015","kg","0.02","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2766","Cephalopods","2016","2016","kg","0.02","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2766","Cephalopods","2017","2017","kg","0.03","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2766","Cephalopods","2018","2018","kg","0.03","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2767","Molluscs, Other","2014","2014","kg","0.01","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2767","Molluscs, Other","2015","2015","kg","0.01","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2767","Molluscs, Other","2016","2016","kg","0.02","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2767","Molluscs, Other","2017","2017","kg","0.02","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2767","Molluscs, Other","2018","2018","kg","0.02","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2769","Aquatic Animals, Others","2014","2014","kg","0.01","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2769","Aquatic Animals, Others","2015","2015","kg","0.01","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2769","Aquatic Animals, Others","2016","2016","kg","0","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2769","Aquatic Animals, Others","2017","2017","kg","0","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2769","Aquatic Animals, Others","2018","2018","kg","0","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2775","Aquatic Plants","2014","2014","kg","0","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2775","Aquatic Plants","2015","2015","kg","0","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2775","Aquatic Plants","2016","2016","kg","0","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2775","Aquatic Plants","2017","2017","kg","0","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2775","Aquatic Plants","2018","2018","kg","0","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2680","Infant food","2014","2014","kg","0.02","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2680","Infant food","2015","2015","kg","0.02","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2680","Infant food","2016","2016","kg","0.02","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2680","Infant food","2017","2017","kg","0.02","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2680","Infant food","2018","2018","kg","0.02","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2899","Miscellaneous","2014","2014","kg","0.44","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2899","Miscellaneous","2015","2015","kg","0.48","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2899","Miscellaneous","2016","2016","kg","0.39","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2899","Miscellaneous","2017","2017","kg","0.36","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2899","Miscellaneous","2018","2018","kg","0.27","Fc","Calculated data"
"FBS","New Food Balances","5104","Southern Africa","645","Food supply quantity (kg/capita/yr)","2511","Wheat and products","2014","2014","kg","55.48","Fc","Calculated data"
"FBS","New Food Balances","5104","Southern Africa","645","Food supply quantity (kg/capita/yr)","2511","Wheat and products","2015","2015","kg","45.71","Fc","Calculated data"
"FBS","New Food Balances","5104","Southern Africa","645","Food supply quantity (kg/capita/yr)","2511","Wheat and products","2016","2016","kg","54.44","Fc","Calculated data"
"FBS","New Food Balances","5104","Southern Africa","645","Food supply quantity (kg/capita/yr)","2511","Wheat and products","2017","2017","kg","51.05","Fc","Calculated data"
"FBS","New Food Balances","5104","Southern Africa","645","Food supply quantity (kg/capita/yr)","2511","Wheat and products","2018","2018","kg","57.01","Fc","Calculated data"
"FBS","New Food Balances","5104","Southern Africa","645","Food supply quantity (kg/capita/yr)","2805","Rice and products","2014","2014","kg","23.3","Fc","Calculated data"
"FBS","New Food Balances","5104","Southern Africa","645","Food supply quantity (kg/capita/yr)","2805","Rice and products","2015","2015","kg","23.39","Fc","Calculated data"
"FBS","New Food Balances","5104","Southern Africa","645","Food supply quantity (kg/capita/yr)","2805","Rice and products","2016","2016","kg","23.32","Fc","Calculated data"
"FBS","New Food Balances","5104","Southern Africa","645","Food supply quantity (kg/capita/yr)","2805","Rice and products","2017","2017","kg","21.68","Fc","Calculated data"
"FBS","New Food Balances","5104","Southern Africa","645","Food supply quantity (kg/capita/yr)","2805","Rice and products","2018","2018","kg","21.86","Fc","Calculated data"
"FBS","New Food Balances","5104","Southern Africa","645","Food supply quantity (kg/capita/yr)","2513","Barley and products","2014","2014","kg","0.09","Fc","Calculated data"
"FBS","New Food Balances","5104","Southern Africa","645","Food supply quantity (kg/capita/yr)","2513","Barley and products","2015","2015","kg","0.08","Fc","Calculated data"
"FBS","New Food Balances","5104","Southern Africa","645","Food supply quantity (kg/capita/yr)","2513","Barley and products","2016","2016","kg","0.08","Fc","Calculated data"
"FBS","New Food Balances","5104","Southern Africa","645","Food supply quantity (kg/capita/yr)","2513","Barley and products","2017","2017","kg","0.08","Fc","Calculated data"
"FBS","New Food Balances","5104","Southern Africa","645","Food supply quantity (kg/capita/yr)","2513","Barley and products","2018","2018","kg","0.08","Fc","Calculated data"
"FBS","New Food Balances","5104","Southern Africa","645","Food supply quantity (kg/capita/yr)","2514","Maize and products","2014","2014","kg","98.18","Fc","Calculated data"
"FBS","New Food Balances","5104","Southern Africa","645","Food supply quantity (kg/capita/yr)","2514","Maize and products","2015","2015","kg","99.7","Fc","Calculated data"
"FBS","New Food Balances","5104","Southern Africa","645","Food supply quantity (kg/capita/yr)","2514","Maize and products","2016","2016","kg","96.13","Fc","Calculated data"
"FBS","New Food Balances","5104","Southern Africa","645","Food supply quantity (kg/capita/yr)","2514","Maize and products","2017","2017","kg","103.38","Fc","Calculated data"
"FBS","New Food Balances","5104","Southern Africa","645","Food supply quantity (kg/capita/yr)","2514","Maize and products","2018","2018","kg","92.58","Fc","Calculated data"
"FBS","New Food Balances","5104","Southern Africa","645","Food supply quantity (kg/capita/yr)","2515","Rye and products","2014","2014","kg","0.03","Fc","Calculated data"
"FBS","New Food Balances","5104","Southern Africa","645","Food supply quantity (kg/capita/yr)","2515","Rye and products","2015","2015","kg","0.02","Fc","Calculated data"
"FBS","New Food Balances","5104","Southern Africa","645","Food supply quantity (kg/capita/yr)","2515","Rye and products","2016","2016","kg","0.03","Fc","Calculated data"
"FBS","New Food Balances","5104","Southern Africa","645","Food supply quantity (kg/capita/yr)","2515","Rye and products","2017","2017","kg","0.04","Fc","Calculated data"
"FBS","New Food Balances","5104","Southern Africa","645","Food supply quantity (kg/capita/yr)","2515","Rye and products","2018","2018","kg","0.02","Fc","Calculated data"
"FBS","New Food Balances","5104","Southern Africa","645","Food supply quantity (kg/capita/yr)","2516","Oats","2014","2014","kg","0.54","Fc","Calculated data"
"FBS","New Food Balances","5104","Southern Africa","645","Food supply quantity (kg/capita/yr)","2516","Oats","2015","2015","kg","1.09","Fc","Calculated data"
"FBS","New Food Balances","5104","Southern Africa","645","Food supply quantity (kg/capita/yr)","2516","Oats","2016","2016","kg","0.82","Fc","Calculated data"
"FBS","New Food Balances","5104","Southern Africa","645","Food supply quantity (kg/capita/yr)","2516","Oats","2017","2017","kg","1.43","Fc","Calculated data"
"FBS","New Food Balances","5104","Southern Africa","645","Food supply quantity (kg/capita/yr)","2516","Oats","2018","2018","kg","1.4","Fc","Calculated data"
"FBS","New Food Balances","5104","Southern Africa","645","Food supply quantity (kg/capita/yr)","2517","Millet and products","2014","2014","kg","0.63","Fc","Calculated data"
"FBS","New Food Balances","5104","Southern Africa","645","Food supply quantity (kg/capita/yr)","2517","Millet and products","2015","2015","kg","0.58","Fc","Calculated data"
"FBS","New Food Balances","5104","Southern Africa","645","Food supply quantity (kg/capita/yr)","2517","Millet and products","2016","2016","kg","0.56","Fc","Calculated data"
"FBS","New Food Balances","5104","Southern Africa","645","Food supply quantity (kg/capita/yr)","2517","Millet and products","2017","2017","kg","0.68","Fc","Calculated data"
"FBS","New Food Balances","5104","Southern Africa","645","Food supply quantity (kg/capita/yr)","2517","Millet and products","2018","2018","kg","0.76","Fc","Calculated data"
"FBS","New Food Balances","5104","Southern Africa","645","Food supply quantity (kg/capita/yr)","2518","Sorghum and products","2014","2014","kg","1.59","Fc","Calculated data"
"FBS","New Food Balances","5104","Southern Africa","645","Food supply quantity (kg/capita/yr)","2518","Sorghum and products","2015","2015","kg","1.51","Fc","Calculated data"
"FBS","New Food Balances","5104","Southern Africa","645","Food supply quantity (kg/capita/yr)","2518","Sorghum and products","2016","2016","kg","1.28","Fc","Calculated data"
"FBS","New Food Balances","5104","Southern Africa","645","Food supply quantity (kg/capita/yr)","2518","Sorghum and products","2017","2017","kg","1.12","Fc","Calculated data"
"FBS","New Food Balances","5104","Southern Africa","645","Food supply quantity (kg/capita/yr)","2518","Sorghum and products","2018","2018","kg","1.49","Fc","Calculated data"
"FBS","New Food Balances","5104","Southern Africa","645","Food supply quantity (kg/capita/yr)","2520","Cereals, Other","2014","2014","kg","0.88","Fc","Calculated data"
"FBS","New Food Balances","5104","Southern Africa","645","Food supply quantity (kg/capita/yr)","2520","Cereals, Other","2015","2015","kg","0.84","Fc","Calculated data"
"FBS","New Food Balances","5104","Southern Africa","645","Food supply quantity (kg/capita/yr)","2520","Cereals, Other","2016","2016","kg","0.9","Fc","Calculated data"
"FBS","New Food Balances","5104","Southern Africa","645","Food supply quantity (kg/capita/yr)","2520","Cereals, Other","2017","2017","kg","0.89","Fc","Calculated data"
"FBS","New Food Balances","5104","Southern Africa","645","Food supply quantity (kg/capita/yr)","2520","Cereals, Other","2018","2018","kg","0.79","Fc","Calculated data"
"FBS","New Food Balances","5104","Southern Africa","645","Food supply quantity (kg/capita/yr)","2532","Cassava and products","2014","2014","kg","0","Fc","Calculated data"
"FBS","New Food Balances","5104","Southern Africa","645","Food supply quantity (kg/capita/yr)","2532","Cassava and products","2015","2015","kg","0","Fc","Calculated data"
"FBS","New Food Balances","5104","Southern Africa","645","Food supply quantity (kg/capita/yr)","2532","Cassava and products","2016","2016","kg","0","Fc","Calculated data"
"FBS","New Food Balances","5104","Southern Africa","645","Food supply quantity (kg/capita/yr)","2532","Cassava and products","2017","2017","kg","0","Fc","Calculated data"
"FBS","New Food Balances","5104","Southern Africa","645","Food supply quantity (kg/capita/yr)","2532","Cassava and products","2018","2018","kg","0","Fc","Calculated data"
"FBS","New Food Balances","5104","Southern Africa","645","Food supply quantity (kg/capita/yr)","2531","Potatoes and products","2014","2014","kg","30.89","Fc","Calculated data"
"FBS","New Food Balances","5104","Southern Africa","645","Food supply quantity (kg/capita/yr)","2531","Potatoes and products","2015","2015","kg","30.69","Fc","Calculated data"
"FBS","New Food Balances","5104","Southern Africa","645","Food supply quantity (kg/capita/yr)","2531","Potatoes and products","2016","2016","kg","30.41","Fc","Calculated data"
"FBS","New Food Balances","5104","Southern Africa","645","Food supply quantity (kg/capita/yr)","2531","Potatoes and products","2017","2017","kg","30.55","Fc","Calculated data"
"FBS","New Food Balances","5104","Southern Africa","645","Food supply quantity (kg/capita/yr)","2531","Potatoes and products","2018","2018","kg","30.54","Fc","Calculated data"
"FBS","New Food Balances","5104","Southern Africa","645","Food supply quantity (kg/capita/yr)","2533","Sweet potatoes","2014","2014","kg","0.9","Fc","Calculated data"
"FBS","New Food Balances","5104","Southern Africa","645","Food supply quantity (kg/capita/yr)","2533","Sweet potatoes","2015","2015","kg","0.9","Fc","Calculated data"
"FBS","New Food Balances","5104","Southern Africa","645","Food supply quantity (kg/capita/yr)","2533","Sweet potatoes","2016","2016","kg","0.9","Fc","Calculated data"
"FBS","New Food Balances","5104","Southern Africa","645","Food supply quantity (kg/capita/yr)","2533","Sweet potatoes","2017","2017","kg","0.9","Fc","Calculated data"
"FBS","New Food Balances","5104","Southern Africa","645","Food supply quantity (kg/capita/yr)","2533","Sweet potatoes","2018","2018","kg","0.9","Fc","Calculated data"
"FBS","New Food Balances","5104","Southern Africa","645","Food supply quantity (kg/capita/yr)","2535","Yams","2014","2014","kg","0","Fc","Calculated data"
"FBS","New Food Balances","5104","Southern Africa","645","Food supply quantity (kg/capita/yr)","2535","Yams","2015","2015","kg","0","Fc","Calculated data"
"FBS","New Food Balances","5104","Southern Africa","645","Food supply quantity (kg/capita/yr)","2535","Yams","2016","2016","kg","0","Fc","Calculated data"
"FBS","New Food Balances","5104","Southern Africa","645","Food supply quantity (kg/capita/yr)","2535","Yams","2017","2017","kg","0","Fc","Calculated data"
"FBS","New Food Balances","5104","Southern Africa","645","Food supply quantity (kg/capita/yr)","2535","Yams","2018","2018","kg","0","Fc","Calculated data"
"FBS","New Food Balances","5104","Southern Africa","645","Food supply quantity (kg/capita/yr)","2534","Roots, Other","2014","2014","kg","6.68","Fc","Calculated data"
"FBS","New Food Balances","5104","Southern Africa","645","Food supply quantity (kg/capita/yr)","2534","Roots, Other","2015","2015","kg","6.68","Fc","Calculated data"
"FBS","New Food Balances","5104","Southern Africa","645","Food supply quantity (kg/capita/yr)","2534","Roots, Other","2016","2016","kg","6.63","Fc","Calculated data"
"FBS","New Food Balances","5104","Southern Africa","645","Food supply quantity (kg/capita/yr)","2534","Roots, Other","2017","2017","kg","6.66","Fc","Calculated data"
"FBS","New Food Balances","5104","Southern Africa","645","Food supply quantity (kg/capita/yr)","2534","Roots, Other","2018","2018","kg","6.63","Fc","Calculated data"
"FBS","New Food Balances","5104","Southern Africa","645","Food supply quantity (kg/capita/yr)","2536","Sugar cane","2014","2014","kg","0","Fc","Calculated data"
"FBS","New Food Balances","5104","Southern Africa","645","Food supply quantity (kg/capita/yr)","2536","Sugar cane","2015","2015","kg","0","Fc","Calculated data"
"FBS","New Food Balances","5104","Southern Africa","645","Food supply quantity (kg/capita/yr)","2536","Sugar cane","2016","2016","kg","0","Fc","Calculated data"
"FBS","New Food Balances","5104","Southern Africa","645","Food supply quantity (kg/capita/yr)","2536","Sugar cane","2017","2017","kg","0","Fc","Calculated data"
"FBS","New Food Balances","5104","Southern Africa","645","Food supply quantity (kg/capita/yr)","2536","Sugar cane","2018","2018","kg","0","Fc","Calculated data"
"FBS","New Food Balances","5104","Southern Africa","645","Food supply quantity (kg/capita/yr)","2537","Sugar beet","2014","2014","kg","0","Fc","Calculated data"
"FBS","New Food Balances","5104","Southern Africa","645","Food supply quantity (kg/capita/yr)","2537","Sugar beet","2015","2015","kg","0","Fc","Calculated data"
